id,name,class,section,rollNo,fatherName,motherName,dateOfBirth,address,phone,schoolId,attendance,marks
3665,Anaya Singh,Class 7,E,3665,Mr. Om Singh,Mrs. Rishabh Singh,2014-10-12,"Plot 123, Street 2, Cuttack",9379649190,9,91,"{""computer_science"": 43, ""social_science"": 70, ""odia"": 52, ""science"": 72, ""mathematics"": 64, ""hindi"": 75}"
3666,Kiaan Kumar,Class 5,E,3666,Mr. Saanvi Kumar,Mrs. Reyansh Kumar,2013-06-25,"House 456, Street 2, Puri",9311111158,9,76,"{""science"": 58, ""odia"": 74, ""social_science"": 91, ""english"": 65, ""mathematics"": 82}"
3667,Abhinav Parida,Class 5,B,3667,Mr. Khushi Parida,Mrs. Raghav Parida,2014-04-25,"House 456, Street 2, Puri",9733518030,9,92,"{""odia"": 88, ""computer_science"": 89, ""hindi"": 93, ""social_science"": 50, ""mathematics"": 91}"
3668,Rudra Kar,Class 2,C,3668,Mr. Anika Kar,Mrs. Raghav Kar,2013-07-20,"House 456, Road 3, Khurda",9452438362,9,84,"{""mathematics"": 52, ""computer_science"": 86, ""hindi"": 67, ""english"": 90}"
3669,Avni Maharana,Class 3,B,3669,Mr. Myra Maharana,Mrs. Avni Maharana,2015-08-20,"Village, Street 2, Khurda",9475415543,9,77,"{""social_science"": 58, ""computer_science"": 82, ""hindi"": 50, ""mathematics"": 61}"
3670,Sai Kar,Class 1,E,3670,Mr. Navya Kar,Mrs. Harsh Kar,2011-07-19,"Plot 123, Street 2, Balasore",9965920653,9,78,"{""hindi"": 78, ""social_science"": 47, ""mathematics"": 43}"
3671,Kavya Senapati,Class 10,C,3671,Mr. Vivaan Senapati,Mrs. Arnav Senapati,2012-08-26,"House 456, Road 3, Puri",9535206541,9,86,"{""english"": 67, ""social_science"": 92, ""odia"": 77, ""science"": 42, ""hindi"": 57, ""mathematics"": 80, ""computer_science"": 52}"
3672,Aditya Behera,Class 10,E,3672,Mr. Atharv Behera,Mrs. Vedant Behera,2012-05-11,"House 456, Road 3, Mayurbhanj",9281255231,9,85,"{""science"": 66, ""hindi"": 80, ""mathematics"": 65, ""computer_science"": 80, ""odia"": 57, ""english"": 49, ""social_science"": 70}"
3673,Rudra Pradhan,Class 5,C,3673,Mr. Yash Pradhan,Mrs. Aadhya Pradhan,2014-04-05,"Plot 123, Street 2, Puri",9786126776,9,77,"{""science"": 56, ""odia"": 79, ""social_science"": 87, ""mathematics"": 78, ""english"": 51}"
3674,Inaya Dash,Class 1,A,3674,Mr. Divyansh Dash,Mrs. Anaya Dash,2012-01-19,"Village, Street 2, Mayurbhanj",9426807111,9,83,"{""hindi"": 92, ""computer_science"": 77, ""mathematics"": 59}"
3675,Shanaya Jena,Class 7,E,3675,Mr. Vivaan Jena,Mrs. Krishna Jena,2013-01-03,"Village, Lane 1, Cuttack",9464325613,9,88,"{""science"": 44, ""computer_science"": 73, ""odia"": 93, ""mathematics"": 58, ""hindi"": 51, ""english"": 75}"
3676,Myra Dash,Class 4,D,3676,Mr. Arnav Dash,Mrs. Riya Dash,2013-01-24,"Plot 123, Street 2, Puri",9507501442,9,88,"{""english"": 54, ""odia"": 82, ""computer_science"": 40, ""science"": 52, ""hindi"": 66}"
3677,Reyansh Tripathy,Class 6,A,3677,Mr. Rishabh Tripathy,Mrs. Neil Tripathy,2010-10-16,"Village, Street 2, Puri",9674757855,9,80,"{""odia"": 80, ""english"": 69, ""mathematics"": 89, ""science"": 60, ""social_science"": 56, ""computer_science"": 60}"
3678,Jai Das,Class 7,E,3678,Mr. Yash Das,Mrs. Rudra Das,2014-02-05,"Plot 123, Lane 1, Puri",9782958844,9,90,"{""computer_science"": 78, ""hindi"": 92, ""science"": 92, ""english"": 84, ""odia"": 50, ""mathematics"": 88}"
3679,Kavya Dash,Class 1,B,3679,Mr. Anika Dash,Mrs. Ayaan Dash,2014-03-26,"Plot 123, Road 3, Mayurbhanj",9199843045,9,92,"{""computer_science"": 64, ""hindi"": 40, ""english"": 41}"
3680,Harsh Samantaray,Class 1,D,3680,Mr. Pari Samantaray,Mrs. Riya Samantaray,2012-06-01,"Plot 123, Lane 1, Cuttack",9798229633,9,97,"{""mathematics"": 62, ""science"": 42, ""odia"": 74}"
3681,Myra Pradhan,Class 9,C,3681,Mr. Om Pradhan,Mrs. Navya Pradhan,2013-05-31,"Village, Road 3, Puri",9968649743,9,93,"{""hindi"": 71, ""science"": 91, ""social_science"": 57, ""odia"": 51, ""mathematics"": 90, ""english"": 72, ""computer_science"": 56}"
3682,Om Senapati,Class 1,A,3682,Mr. Aanya Senapati,Mrs. Khushi Senapati,2010-09-28,"Village, Road 3, Cuttack",9724799501,9,95,"{""hindi"": 73, ""science"": 57, ""odia"": 59}"
3683,Neil Das,Class 3,C,3683,Mr. Shivansh Das,Mrs. Anaya Das,2012-12-16,"House 456, Street 2, Cuttack",9460877583,9,79,"{""mathematics"": 65, ""social_science"": 91, ""odia"": 67, ""hindi"": 78}"
3684,Atharv Swain,Class 10,A,3684,Mr. Arnav Swain,Mrs. Ishaan Swain,2011-07-22,"House 456, Road 3, Cuttack",9754585226,9,96,"{""english"": 77, ""odia"": 85, ""computer_science"": 41, ""mathematics"": 67, ""social_science"": 41, ""science"": 95, ""hindi"": 89}"
3685,Aryan Patel,Class 1,A,3685,Mr. Aadhya Patel,Mrs. Diya Patel,2014-06-27,"Village, Road 3, Cuttack",9639441301,9,86,"{""odia"": 73, ""english"": 70, ""mathematics"": 68}"
3686,Arjun Tripathy,Class 7,B,3686,Mr. Reyansh Tripathy,Mrs. Aarav Tripathy,2013-01-20,"Plot 123, Lane 1, Khurda",9171738439,9,86,"{""social_science"": 46, ""mathematics"": 72, ""computer_science"": 61, ""odia"": 50, ""english"": 80, ""hindi"": 60}"
3687,Aryan Maharana,Class 3,B,3687,Mr. Aditya Maharana,Mrs. Prisha Maharana,2012-10-29,"Village, Street 2, Puri",9347056434,9,79,"{""computer_science"": 95, ""odia"": 71, ""science"": 50, ""english"": 46}"
3688,Krishna Mishra,Class 5,D,3688,Mr. Ishaan Mishra,Mrs. Ayaan Mishra,2015-07-24,"Plot 123, Road 3, Balasore",9612999539,9,79,"{""computer_science"": 42, ""english"": 90, ""mathematics"": 62, ""hindi"": 94, ""social_science"": 58}"
3689,Vedant Pradhan,Class 9,D,3689,Mr. Reyansh Pradhan,Mrs. Reyansh Pradhan,2015-02-16,"House 456, Street 2, Cuttack",9103688529,9,96,"{""mathematics"": 55, ""science"": 89, ""english"": 86, ""hindi"": 52, ""odia"": 79, ""social_science"": 87, ""computer_science"": 50}"
3690,Pari Swain,Class 9,C,3690,Mr. Rudra Swain,Mrs. Aryan Swain,2013-12-25,"Village, Lane 1, Cuttack",9754852705,9,96,"{""odia"": 82, ""social_science"": 41, ""english"": 84, ""mathematics"": 43, ""science"": 77, ""hindi"": 86, ""computer_science"": 64}"
3691,Inaya Mishra,Class 2,A,3691,Mr. Jai Mishra,Mrs. Avni Mishra,2011-12-05,"Village, Lane 1, Mayurbhanj",9448808741,9,93,"{""science"": 56, ""english"": 95, ""odia"": 84, ""social_science"": 49}"
3692,Samarth Dash,Class 4,C,3692,Mr. Ishaan Dash,Mrs. Diya Dash,2012-06-20,"Village, Street 2, Cuttack",9606287238,9,93,"{""science"": 70, ""english"": 57, ""mathematics"": 47, ""computer_science"": 74, ""social_science"": 78}"
3693,Myra Samantaray,Class 7,B,3693,Mr. Aditya Samantaray,Mrs. Arjun Samantaray,2012-01-24,"Village, Lane 1, Balasore",9745796965,9,89,"{""mathematics"": 91, ""english"": 58, ""social_science"": 50, ""science"": 67, ""hindi"": 52, ""computer_science"": 60}"
3694,Dev Dash,Class 4,B,3694,Mr. Vihaan Dash,Mrs. Abhinav Dash,2014-06-03,"House 456, Road 3, Cuttack",9402247442,9,78,"{""science"": 87, ""odia"": 50, ""computer_science"": 50, ""hindi"": 61, ""mathematics"": 81}"
3695,Kabir Lenka,Class 5,E,3695,Mr. Vedant Lenka,Mrs. Khushi Lenka,2014-06-06,"Plot 123, Road 3, Khurda",9661356357,9,86,"{""english"": 75, ""computer_science"": 88, ""odia"": 47, ""social_science"": 91, ""science"": 61}"
3696,Aadhya Singh,Class 10,D,3696,Mr. Aryan Singh,Mrs. Ishaan Singh,2011-04-21,"Village, Lane 1, Puri",9598323803,9,86,"{""social_science"": 85, ""odia"": 83, ""science"": 85, ""mathematics"": 90, ""english"": 64, ""hindi"": 58, ""computer_science"": 67}"
3697,Myra Biswal,Class 8,A,3697,Mr. Shivansh Biswal,Mrs. Rishabh Biswal,2015-08-05,"Village, Street 2, Balasore",9679953815,9,90,"{""science"": 56, ""mathematics"": 54, ""odia"": 64, ""hindi"": 84, ""computer_science"": 54, ""social_science"": 53, ""english"": 50}"
3698,Ayaan Behera,Class 1,E,3698,Mr. Ayaan Behera,Mrs. Atharv Behera,2010-10-25,"Village, Lane 1, Mayurbhanj",9789816720,9,96,"{""hindi"": 66, ""computer_science"": 42, ""english"": 48}"
3699,Pihu Mishra,Class 3,D,3699,Mr. Shanaya Mishra,Mrs. Samarth Mishra,2012-09-18,"House 456, Road 3, Balasore",9844178462,9,77,"{""odia"": 62, ""hindi"": 95, ""social_science"": 71, ""mathematics"": 41}"
3700,Shanaya Panda,Class 5,E,3700,Mr. Raghav Panda,Mrs. Kabir Panda,2012-04-25,"Village, Lane 1, Khurda",9864494559,9,80,"{""social_science"": 92, ""odia"": 91, ""computer_science"": 81, ""english"": 66, ""mathematics"": 92}"
3701,Kabir Barik,Class 9,E,3701,Mr. Avni Barik,Mrs. Arnav Barik,2011-11-11,"Plot 123, Lane 1, Puri",9735466300,9,93,"{""social_science"": 46, ""english"": 79, ""mathematics"": 73, ""science"": 56, ""computer_science"": 90, ""hindi"": 54, ""odia"": 83}"
3702,Harsh Pradhan,Class 3,D,3702,Mr. Jai Pradhan,Mrs. Rudra Pradhan,2014-03-25,"Plot 123, Street 2, Puri",9661211498,9,87,"{""social_science"": 61, ""computer_science"": 45, ""hindi"": 76, ""science"": 78}"
3703,Harsh Mishra,Class 4,C,3703,Mr. Samarth Mishra,Mrs. Anaya Mishra,2014-12-21,"Village, Road 3, Khurda",9880143515,9,75,"{""science"": 84, ""english"": 80, ""odia"": 80, ""social_science"": 61, ""mathematics"": 50}"
3704,Vihaan Swain,Class 3,C,3704,Mr. Aditya Swain,Mrs. Shaurya Swain,2014-03-15,"Village, Road 3, Puri",9877594886,9,81,"{""science"": 83, ""english"": 57, ""computer_science"": 79, ""odia"": 83}"
3705,Samarth Patra,Class 3,B,3705,Mr. Om Patra,Mrs. Sai Patra,2013-01-11,"Village, Street 2, Mayurbhanj",9703612079,9,79,"{""odia"": 58, ""hindi"": 42, ""mathematics"": 89, ""social_science"": 43}"
3706,Samarth Mohanty,Class 5,A,3706,Mr. Inaya Mohanty,Mrs. Shanaya Mohanty,2013-12-17,"House 456, Lane 1, Mayurbhanj",9351622595,9,90,"{""odia"": 54, ""mathematics"": 93, ""english"": 88, ""science"": 90, ""social_science"": 95}"
3707,Riya Mallick,Class 3,D,3707,Mr. Aryan Mallick,Mrs. Kavya Mallick,2011-04-26,"House 456, Lane 1, Khurda",9436631070,9,87,"{""social_science"": 84, ""english"": 63, ""hindi"": 55, ""computer_science"": 48}"
3708,Ayaan Rout,Class 4,C,3708,Mr. Divyansh Rout,Mrs. Shivansh Rout,2011-09-07,"Village, Lane 1, Puri",9388620490,9,94,"{""mathematics"": 80, ""computer_science"": 89, ""hindi"": 42, ""science"": 46, ""english"": 73}"
3709,Anaya Patra,Class 10,B,3709,Mr. Prisha Patra,Mrs. Anaya Patra,2011-01-03,"House 456, Street 2, Balasore",9392854796,9,89,"{""odia"": 77, ""hindi"": 41, ""computer_science"": 94, ""english"": 83, ""mathematics"": 64, ""science"": 55, ""social_science"": 93}"
3710,Aryan Maharana,Class 4,C,3710,Mr. Yash Maharana,Mrs. Aanya Maharana,2014-09-24,"Village, Lane 1, Khurda",9849075884,9,76,"{""odia"": 62, ""hindi"": 65, ""computer_science"": 52, ""social_science"": 45, ""mathematics"": 73}"
3711,Neil Sahoo,Class 4,E,3711,Mr. Neil Sahoo,Mrs. Reyansh Sahoo,2011-08-01,"Plot 123, Lane 1, Balasore",9975094064,9,84,"{""english"": 87, ""hindi"": 47, ""science"": 81, ""computer_science"": 80, ""odia"": 40}"
3712,Anaya Mishra,Class 9,D,3712,Mr. Anika Mishra,Mrs. Kian Mishra,2012-02-10,"Village, Lane 1, Balasore",9291919484,9,98,"{""english"": 67, ""hindi"": 74, ""odia"": 49, ""science"": 61, ""social_science"": 60, ""computer_science"": 85, ""mathematics"": 58}"
3713,Arnav Nayak,Class 10,C,3713,Mr. Aarav Nayak,Mrs. Anaya Nayak,2012-06-17,"Plot 123, Road 3, Cuttack",9992991734,9,88,"{""science"": 88, ""hindi"": 51, ""mathematics"": 72, ""computer_science"": 58, ""social_science"": 83, ""odia"": 92, ""english"": 86}"
3714,Saanvi Tripathy,Class 2,E,3714,Mr. Dev Tripathy,Mrs. Saanvi Tripathy,2015-06-05,"Village, Lane 1, Khurda",9730679779,9,80,"{""odia"": 67, ""hindi"": 49, ""mathematics"": 78, ""english"": 88}"
3715,Yash Tripathy,Class 2,A,3715,Mr. Aanya Tripathy,Mrs. Neil Tripathy,2014-09-02,"Plot 123, Street 2, Cuttack",9491256533,9,91,"{""mathematics"": 89, ""science"": 89, ""hindi"": 68, ""computer_science"": 53}"
3716,Aryan Mallick,Class 3,B,3716,Mr. Arnav Mallick,Mrs. Riya Mallick,2014-06-23,"House 456, Road 3, Cuttack",9195742213,9,89,"{""hindi"": 48, ""mathematics"": 91, ""english"": 70, ""science"": 76}"
3717,Yash Naik,Class 6,A,3717,Mr. Krishna Naik,Mrs. Neil Naik,2011-08-03,"Plot 123, Lane 1, Mayurbhanj",9682964343,9,80,"{""odia"": 89, ""social_science"": 61, ""science"": 54, ""hindi"": 92, ""mathematics"": 59, ""english"": 86}"
3718,Kian Mohanty,Class 3,C,3718,Mr. Shanaya Mohanty,Mrs. Divyansh Mohanty,2012-03-14,"Plot 123, Lane 1, Puri",9699143041,9,80,"{""computer_science"": 85, ""hindi"": 83, ""odia"": 47, ""social_science"": 67}"
3719,Om Swain,Class 10,B,3719,Mr. Vivaan Swain,Mrs. Vihaan Swain,2015-03-16,"Plot 123, Lane 1, Puri",9632720718,9,93,"{""hindi"": 82, ""mathematics"": 58, ""social_science"": 70, ""english"": 95, ""science"": 47, ""odia"": 91, ""computer_science"": 88}"
3720,Ayaan Nayak,Class 9,E,3720,Mr. Anika Nayak,Mrs. Shivansh Nayak,2011-01-17,"House 456, Lane 1, Balasore",9192659599,9,95,"{""science"": 64, ""social_science"": 60, ""hindi"": 55, ""odia"": 91, ""computer_science"": 50, ""mathematics"": 82, ""english"": 57}"
3721,Khushi Rout,Class 9,A,3721,Mr. Shivansh Rout,Mrs. Raghav Rout,2011-09-06,"Village, Road 3, Cuttack",9843175403,9,91,"{""odia"": 63, ""social_science"": 53, ""english"": 40, ""hindi"": 46, ""computer_science"": 50, ""science"": 61, ""mathematics"": 83}"
3722,Saanvi Das,Class 4,E,3722,Mr. Rishabh Das,Mrs. Ishaan Das,2014-11-30,"Village, Road 3, Mayurbhanj",9668838879,9,89,"{""computer_science"": 54, ""mathematics"": 83, ""hindi"": 68, ""social_science"": 41, ""odia"": 51}"
3723,Pihu Mallick,Class 6,D,3723,Mr. Prisha Mallick,Mrs. Anaya Mallick,2014-02-21,"House 456, Road 3, Puri",9638478980,9,81,"{""english"": 71, ""mathematics"": 48, ""computer_science"": 67, ""social_science"": 70, ""science"": 71, ""hindi"": 69}"
3724,Abhinav Sharma,Class 2,D,3724,Mr. Raghav Sharma,Mrs. Jai Sharma,2013-08-04,"Village, Road 3, Balasore",9525634855,9,88,"{""social_science"": 68, ""hindi"": 91, ""computer_science"": 87, ""english"": 71}"
3725,Aditya Lenka,Class 2,A,3725,Mr. Kiaan Lenka,Mrs. Neil Lenka,2012-07-21,"Village, Street 2, Khurda",9225765997,9,92,"{""hindi"": 41, ""social_science"": 80, ""mathematics"": 72, ""computer_science"": 49}"
3726,Vivaan Naik,Class 1,A,3726,Mr. Ayaan Naik,Mrs. Yash Naik,2011-11-15,"Village, Road 3, Mayurbhanj",9622938471,9,75,"{""english"": 41, ""odia"": 47, ""computer_science"": 72}"
3727,Aryan Biswal,Class 3,C,3727,Mr. Myra Biswal,Mrs. Raghav Biswal,2011-04-13,"Village, Street 2, Balasore",9451107108,9,96,"{""computer_science"": 83, ""social_science"": 45, ""mathematics"": 41, ""odia"": 95}"
3728,Vihaan Tripathy,Class 4,D,3728,Mr. Shaurya Tripathy,Mrs. Aadhya Tripathy,2012-05-08,"Village, Lane 1, Puri",9720822260,9,80,"{""odia"": 51, ""hindi"": 77, ""english"": 88, ""computer_science"": 84, ""mathematics"": 90}"
3729,Rishabh Nayak,Class 9,E,3729,Mr. Neil Nayak,Mrs. Vedant Nayak,2012-02-19,"Village, Lane 1, Balasore",9392069401,9,76,"{""english"": 70, ""mathematics"": 81, ""hindi"": 74, ""computer_science"": 69, ""science"": 66, ""odia"": 74, ""social_science"": 84}"
3730,Navya Pradhan,Class 3,D,3730,Mr. Anika Pradhan,Mrs. Ayaan Pradhan,2011-05-31,"Plot 123, Road 3, Khurda",9177234584,9,95,"{""computer_science"": 90, ""english"": 95, ""odia"": 59, ""mathematics"": 44}"
3731,Aarav Dash,Class 6,E,3731,Mr. Vedant Dash,Mrs. Divyansh Dash,2013-01-24,"Village, Road 3, Mayurbhanj",9695842249,9,75,"{""english"": 63, ""social_science"": 80, ""science"": 82, ""mathematics"": 86, ""hindi"": 77, ""odia"": 77}"
3732,Shanaya Barik,Class 5,E,3732,Mr. Harsh Barik,Mrs. Navya Barik,2014-02-06,"Plot 123, Road 3, Mayurbhanj",9887349278,9,82,"{""mathematics"": 43, ""odia"": 80, ""social_science"": 46, ""science"": 68, ""computer_science"": 56}"
3733,Prisha Tripathy,Class 6,E,3733,Mr. Divyansh Tripathy,Mrs. Kiaan Tripathy,2011-11-09,"Plot 123, Road 3, Puri",9540878287,9,94,"{""mathematics"": 84, ""science"": 73, ""computer_science"": 50, ""social_science"": 43, ""english"": 65, ""hindi"": 42}"
3734,Aadhya Biswal,Class 3,A,3734,Mr. Pari Biswal,Mrs. Shanaya Biswal,2013-04-06,"Plot 123, Road 3, Khurda",9345461029,9,84,"{""science"": 72, ""hindi"": 90, ""computer_science"": 52, ""mathematics"": 53}"
3735,Raghav Nayak,Class 4,C,3735,Mr. Reyansh Nayak,Mrs. Shaurya Nayak,2012-06-12,"Village, Lane 1, Khurda",9369556588,9,96,"{""social_science"": 72, ""english"": 87, ""computer_science"": 53, ""science"": 64, ""hindi"": 70}"
3736,Aryan Nayak,Class 1,E,3736,Mr. Vihaan Nayak,Mrs. Shaurya Nayak,2015-08-16,"Village, Road 3, Puri",9813779232,9,98,"{""hindi"": 50, ""english"": 52, ""computer_science"": 55}"
3737,Darsh Kumar,Class 8,A,3737,Mr. Arnav Kumar,Mrs. Harsh Kumar,2012-05-05,"House 456, Street 2, Cuttack",9855994269,9,95,"{""english"": 63, ""science"": 59, ""odia"": 69, ""computer_science"": 47, ""hindi"": 44, ""social_science"": 81, ""mathematics"": 55}"
3738,Arnav Mishra,Class 10,A,3738,Mr. Prisha Mishra,Mrs. Kabir Mishra,2012-02-03,"Plot 123, Lane 1, Khurda",9288942439,9,79,"{""odia"": 51, ""social_science"": 59, ""mathematics"": 67, ""english"": 82, ""hindi"": 74, ""computer_science"": 64, ""science"": 63}"
3739,Aditya Behera,Class 2,C,3739,Mr. Arjun Behera,Mrs. Aanya Behera,2015-01-04,"Plot 123, Lane 1, Khurda",9206701923,9,92,"{""computer_science"": 43, ""science"": 43, ""mathematics"": 46, ""social_science"": 92}"
3740,Khushi Samantaray,Class 4,E,3740,Mr. Arjun Samantaray,Mrs. Aadhya Samantaray,2013-10-08,"Plot 123, Road 3, Khurda",9179501287,9,97,"{""odia"": 85, ""computer_science"": 74, ""social_science"": 46, ""mathematics"": 94, ""science"": 51}"
3741,Ayaan Das,Class 9,C,3741,Mr. Myra Das,Mrs. Anaya Das,2014-03-22,"Plot 123, Road 3, Mayurbhanj",9620206079,9,95,"{""social_science"": 63, ""hindi"": 47, ""english"": 53, ""science"": 55, ""mathematics"": 48, ""odia"": 42, ""computer_science"": 91}"
3742,Dev Sahu,Class 9,C,3742,Mr. Darsh Sahu,Mrs. Om Sahu,2012-04-11,"Village, Street 2, Puri",9765574832,9,79,"{""science"": 59, ""mathematics"": 52, ""hindi"": 72, ""odia"": 62, ""social_science"": 89, ""english"": 83, ""computer_science"": 49}"
3743,Kabir Naik,Class 4,A,3743,Mr. Shanaya Naik,Mrs. Arjun Naik,2013-01-17,"Plot 123, Road 3, Puri",9830788983,9,85,"{""english"": 86, ""science"": 56, ""computer_science"": 72, ""odia"": 51, ""mathematics"": 78}"
3744,Jai Dash,Class 3,B,3744,Mr. Saanvi Dash,Mrs. Navya Dash,2014-12-26,"Plot 123, Lane 1, Puri",9368169146,9,78,"{""english"": 63, ""odia"": 91, ""computer_science"": 95, ""science"": 85}"
3745,Shanaya Das,Class 2,A,3745,Mr. Samarth Das,Mrs. Vedant Das,2014-07-29,"Village, Road 3, Cuttack",9225044253,9,86,"{""odia"": 65, ""science"": 57, ""english"": 94, ""mathematics"": 52}"
3746,Rishabh Behera,Class 9,E,3746,Mr. Kiaan Behera,Mrs. Neil Behera,2014-08-12,"House 456, Road 3, Puri",9651538001,9,96,"{""mathematics"": 42, ""computer_science"": 75, ""social_science"": 59, ""science"": 88, ""hindi"": 69, ""english"": 59, ""odia"": 74}"
3747,Ishaan Mohanty,Class 9,B,3747,Mr. Shivansh Mohanty,Mrs. Vedant Mohanty,2013-06-26,"Village, Road 3, Balasore",9551312765,9,96,"{""odia"": 74, ""social_science"": 71, ""hindi"": 54, ""mathematics"": 88, ""science"": 93, ""english"": 74, ""computer_science"": 66}"
3748,Shivansh Mishra,Class 9,A,3748,Mr. Atharv Mishra,Mrs. Prisha Mishra,2015-03-12,"Village, Road 3, Mayurbhanj",9465088416,9,86,"{""odia"": 61, ""mathematics"": 61, ""social_science"": 91, ""computer_science"": 42, ""hindi"": 89, ""english"": 79, ""science"": 59}"
3749,Shanaya Naik,Class 10,C,3749,Mr. Shanaya Naik,Mrs. Aarav Naik,2011-04-13,"House 456, Street 2, Khurda",9248252248,9,83,"{""mathematics"": 91, ""odia"": 67, ""computer_science"": 58, ""social_science"": 63, ""hindi"": 66, ""science"": 90, ""english"": 51}"
3750,Kabir Nayak,Class 7,E,3750,Mr. Neil Nayak,Mrs. Khushi Nayak,2011-06-12,"Village, Lane 1, Cuttack",9938411208,9,81,"{""computer_science"": 55, ""hindi"": 59, ""english"": 71, ""mathematics"": 85, ""social_science"": 77, ""odia"": 83}"
3751,Arnav Swain,Class 6,A,3751,Mr. Myra Swain,Mrs. Shaurya Swain,2010-11-09,"Plot 123, Lane 1, Cuttack",9686563664,9,79,"{""computer_science"": 95, ""mathematics"": 48, ""odia"": 54, ""hindi"": 57, ""science"": 58, ""social_science"": 54}"
3752,Avni Swain,Class 4,C,3752,Mr. Shaurya Swain,Mrs. Arjun Swain,2015-05-27,"House 456, Road 3, Cuttack",9621154775,9,98,"{""science"": 89, ""odia"": 58, ""computer_science"": 88, ""mathematics"": 44, ""english"": 61}"
3753,Kian Barik,Class 6,D,3753,Mr. Aarav Barik,Mrs. Arjun Barik,2015-08-31,"Plot 123, Street 2, Cuttack",9557744545,9,81,"{""hindi"": 62, ""computer_science"": 79, ""mathematics"": 70, ""social_science"": 44, ""english"": 82, ""science"": 63}"
3754,Aarav Patra,Class 10,C,3754,Mr. Pihu Patra,Mrs. Krishna Patra,2011-10-25,"Village, Road 3, Puri",9549021396,9,95,"{""science"": 62, ""english"": 74, ""hindi"": 45, ""computer_science"": 59, ""mathematics"": 64, ""odia"": 60, ""social_science"": 82}"
3755,Darsh Parida,Class 9,D,3755,Mr. Dev Parida,Mrs. Reyansh Parida,2011-08-26,"Village, Street 2, Cuttack",9328110666,9,90,"{""odia"": 80, ""mathematics"": 46, ""social_science"": 85, ""hindi"": 71, ""english"": 42, ""science"": 59, ""computer_science"": 59}"
3756,Aanya Patel,Class 10,B,3756,Mr. Myra Patel,Mrs. Kabir Patel,2013-10-15,"Village, Lane 1, Puri",9738297592,9,80,"{""hindi"": 72, ""mathematics"": 41, ""english"": 56, ""social_science"": 55, ""computer_science"": 66, ""science"": 74, ""odia"": 54}"
3757,Kabir Behera,Class 1,A,3757,Mr. Prisha Behera,Mrs. Aanya Behera,2012-06-20,"Plot 123, Lane 1, Khurda",9618866276,9,89,"{""english"": 92, ""hindi"": 53, ""science"": 66}"
